state,county,candidate,votes_2016,votes_2020
new york,new york,other,88480,6679
new york,new york,the dem,579013,603040
new york,new york,trump,64930,85185
new york,niagara,other,4882,2026
new york,niagara,the dem,35559,46029
new york,niagara,trump,51961,56068
new york,oneida,other,5210,2888
new york,oneida,the dem,33743,41973
new york,oneida,trump,51437,57860
new york,onondaga,other,11709,7030
new york,onondaga,the dem,112337,138991
new york,onondaga,trump,83649,91715
new york,ontario,other,3337,1777
new york,ontario,the dem,22225,29025
new york,ontario,trump,26025,29039
new york,orange,other,6915,2516
new york,orange,the dem,68278,84955
new york,orange,trump,76645,85068
new york,orleans,other,1163,601
new york,orleans,the dem,4470,5587
new york,orleans,trump,10936,12126
new york,oswego,other,2842,1571
new york,oswego,the dem,17095,21145
new york,oswego,trump,27688,32142
new york,otsego,other,1656,889
new york,otsego,the dem,10451,12975
new york,otsego,trump,13308,14382
new york,putnam,other,1761,1081
new york,putnam,the dem,19366,24949
new york,putnam,trump,27024,29277
new york,queens,other,68989,6157
new york,queens,the dem,517220,569038
new york,queens,trump,149341,212665
new york,rensselaer,other,4299,2493
new york,rensselaer,the dem,32717,40969
new york,rensselaer,trump,33726,36500
new york,richmond,other,17588,1836
new york,richmond,the dem,74143,90997
new york,richmond,trump,101437,123320
new york,rockland,other,4834,1307
new york,rockland,the dem,69342,75802
new york,rockland,trump,60911,73186
new york,saratoga,other,8207,3780
new york,saratoga,the dem,50913,68471
new york,saratoga,trump,54575,61305
new york,schenectady,other,3751,2175
new york,schenectady,the dem,33747,42465
new york,schenectady,trump,28953,30741
new york,schoharie,other,872,462
new york,schoharie,the dem,4240,5345
new york,schoharie,trump,8831,9903
new york,schuyler,other,552,242
new york,schuyler,the dem,3088,3903
new york,schuyler,trump,5049,5621
new york,seneca,other,903,389
new york,seneca,the dem,5698,6914
new york,seneca,trump,7235,8329
new york,steuben,other,2251,1252
new york,steuben,the dem,12526,15790
new york,steuben,trump,26831,29474
new york,suffolk,other,26735,14347
new york,suffolk,the dem,303951,381021
new york,suffolk,trump,350570,381253
new york,sullivan,other,1432,493
new york,sullivan,the dem,12568,15489
new york,sullivan,trump,15931,18665
new york,tioga,other,1267,745
new york,tioga,the dem,7526,9634
new york,tioga,trump,13260,14791
new york,tompkins,other,3252,1333
new york,tompkins,the dem,28890,33619
new york,tompkins,trump,10371,11096
new york,ulster,other,4539,2600
new york,ulster,the dem,44597,57970
new york,ulster,trump,35239,37590
new york,warren,other,2118,1053
new york,warren,the dem,13091,17642
new york,warren,trump,15751,17699
new york,washington,other,1820,632
new york,washington,the dem,9098,11565
new york,washington,trump,13610,15941
new york,wayne,other,2834,1371
new york,wayne,the dem,13473,17456
new york,wayne,trump,23380,26204
new york,westchester,other,16429,11605
new york,westchester,the dem,272926,312437
new york,westchester,trump,131238,144731
new york,wyoming,other,853,512
new york,wyoming,the dem,3904,5073
new york,wyoming,trump,12442,13898
north carolina,alamance,other,2509,1210
north carolina,alamance,the dem,29833,38825
north carolina,alamance,trump,38815,46056
north carolina,alexander,other,611,203
north carolina,alexander,the dem,3767,4145
north carolina,alexander,trump,13893,15888
north carolina,alleghany,other,195,63
north carolina,alleghany,the dem,1306,1486
north carolina,alleghany,trump,3814,4527
north carolina,anson,other,180,84
north carolina,anson,the dem,5859,5789
north carolina,anson,trump,4506,5321
north carolina,ashe,other,512,199
north carolina,ashe,the dem,3500,4164
north carolina,ashe,trump,9412,11451
north carolina,avery,other,262,95
north carolina,avery,the dem,1689,2191
north carolina,avery,trump,6298,7172
north carolina,beaufort,other,631,245
north carolina,beaufort,the dem,8764,9633
north carolina,beaufort,trump,14543,16437
north carolina,bertie,other,113,59
north carolina,bertie,the dem,5778,5939
north carolina,bertie,trump,3456,3817
north carolina,bladen,other,289,123
north carolina,bladen,the dem,7058,7326
north carolina,bladen,trump,8550,9676
north carolina,brunswick,other,2349,1015
north carolina,brunswick,the dem,23282,33310
north carolina,brunswick,trump,42720,55850
north carolina,buncombe,other,7779,2642
north carolina,buncombe,the dem,75452,96515
north carolina,buncombe,trump,55716,62412
north carolina,burke,other,1431,465
north carolina,burke,the dem,11251,13118
north carolina,burke,trump,26238,31019
north carolina,cabarrus,other,3949,1828
north carolina,cabarrus,the dem,35521,52162
north carolina,cabarrus,trump,53819,63237
north carolina,caldwell,other,1274,465
north carolina,caldwell,the dem,8425,10245
north carolina,caldwell,trump,26621,32119
north carolina,camden,other,186,104
north carolina,camden,the dem,1274,1537
north carolina,camden,trump,3546,4312
north carolina,carteret,other,1273,574
north carolina,carteret,the dem,9939,12093
north carolina,carteret,trump,26569,30028
north carolina,caswell,other,252,102
north carolina,caswell,the dem,4792,4860
north carolina,caswell,trump,6026,7089
north carolina,catawba,other,2811,1148
north carolina,catawba,the dem,21216,25689
north carolina,catawba,trump,48324,56588
north carolina,chatham,other,1679,626
north carolina,chatham,the dem,21065,26787
north carolina,chatham,trump,17105,21186
north carolina,cherokee,other,477,212
north carolina,cherokee,the dem,2860,3583
north carolina,cherokee,trump,10844,12628
north carolina,chowan,other,222,66
north carolina,chowan,the dem,2992,3247
north carolina,chowan,trump,4014,4471
north carolina,clay,other,206,82
north carolina,clay,the dem,1367,1699
north carolina,clay,trump,4437,5112
north carolina,cleveland,other,1230,555
north carolina,cleveland,the dem,14964,16955
north carolina,cleveland,trump,28479,33798
north carolina,columbus,other,397,168
north carolina,columbus,the dem,9063,9446
north carolina,columbus,trump,14272,16832
north carolina,craven,other,1640,885
north carolina,craven,the dem,17630,21148
north carolina,craven,trump,27731,31032
north carolina,cumberland,other,4636,2649
north carolina,cumberland,the dem,71605,84469
north carolina,cumberland,trump,51265,60032
north carolina,currituck,other,593,295
north carolina,currituck,the dem,2913,4195
north carolina,currituck,trump,9163,11657
north carolina,dare,other,927,358
north carolina,dare,the dem,7222,9936
north carolina,dare,trump,11460,13938
north carolina,davidson,other,2430,1220
north carolina,davidson,the dem,18109,22636
north carolina,davidson,trump,54317,64658
north carolina,davie,other,884,370
north carolina,davie,the dem,5270,6713
north carolina,davie,trump,15602,18228
north carolina,duplin,other,356,155
north carolina,duplin,the dem,8283,8767
north carolina,duplin,trump,12217,13793
north carolina,durham,other,6534,2767
north carolina,durham,the dem,121250,144688
north carolina,durham,trump,28350,32459
north carolina,edgecombe,other,401,182
north carolina,edgecombe,the dem,16224,16089
north carolina,edgecombe,trump,8261,9206
north carolina,forsyth,other,7873,3173
north carolina,forsyth,the dem,94464,113033
north carolina,forsyth,trump,75975,85064
north carolina,franklin,other,1126,571
north carolina,franklin,the dem,12874,15879
north carolina,franklin,trump,16368,20901
north carolina,gaston,other,3456,1506
north carolina,gaston,the dem,31177,40959
north carolina,gaston,trump,61798,73033
north carolina,gates,other,133,58
north carolina,gates,the dem,2385,2546
north carolina,gates,trump,2874,3367
north carolina,graham,other,117,50
north carolina,graham,the dem,768,905
north carolina,graham,trump,3283,3710
north carolina,granville,other,853,386
north carolina,granville,the dem,12909,14565
north carolina,granville,trump,13591,16647
north carolina,greene,other,116,47
north carolina,greene,the dem,3605,3832
north carolina,greene,trump,4374,4874
north carolina,guilford,other,10095,4106
north carolina,guilford,the dem,149248,173086
north carolina,guilford,trump,98062,107294
north carolina,halifax,other,388,134
north carolina,halifax,the dem,15748,15545
north carolina,halifax,trump,9031,10080
north carolina,harnett,other,1714,1023
north carolina,harnett,the dem,16737,22093
north carolina,harnett,trump,27614,35177
north carolina,haywood,other,1325,564
north carolina,haywood,the dem,10473,13144
north carolina,haywood,trump,18929,22834
north carolina,henderson,other,2540,1128
north carolina,henderson,the dem,19827,27211
north carolina,henderson,trump,35809,40032
north carolina,hertford,other,177,58
north carolina,hertford,the dem,6910,7097
north carolina,hertford,trump,3099,3479
north carolina,hoke,other,744,382
north carolina,hoke,the dem,9726,11804
north carolina,hoke,trump,7760,9453
north carolina,hyde,other,51,28
north carolina,hyde,the dem,965,1046
north carolina,hyde,trump,1288,1418
north carolina,iredell,other,3079,1473
north carolina,iredell,the dem,24734,33888
north carolina,iredell,trump,54754,67010
north carolina,jackson,other,1130,481
north carolina,jackson,the dem,7713,9591
north carolina,jackson,trump,9870,11356
north carolina,johnston,other,3175,1747
north carolina,johnston,the dem,28362,41257
north carolina,johnston,trump,54372,68353
north carolina,jones,other,96,48
north carolina,jones,the dem,2065,2197
north carolina,jones,trump,2974,3280
north carolina,lee,other,903,396
north carolina,lee,the dem,10469,12143
north carolina,lee,trump,13712,16469
north carolina,lenoir,other,560,214
north carolina,lenoir,the dem,12634,13605
north carolina,lenoir,trump,13613,14590
north carolina,lincoln,other,1320,602
north carolina,lincoln,the dem,9897,13274
north carolina,lincoln,trump,28806,36341
north carolina,macon,other,731,302
north carolina,macon,the dem,4876,6230
north carolina,macon,trump,12127,14211
north carolina,madison,other,560,196
north carolina,madison,the dem,3926,4901
north carolina,madison,trump,6783,7979
north carolina,martin,other,221,97
north carolina,martin,the dem,5846,5911
north carolina,martin,trump,5897,6532
north carolina,mcdowell,other,640,288
north carolina,mcdowell,the dem,4667,5832
north carolina,mcdowell,trump,14568,16883
north carolina,mecklenburg,other,22777,9735
north carolina,mecklenburg,the dem,294562,378107
north carolina,mecklenburg,trump,155518,179211
north carolina,mitchell,other,218,84
north carolina,mitchell,the dem,1596,1867
north carolina,mitchell,trump,6282,7090
north carolina,montgomery,other,260,111
north carolina,montgomery,the dem,4150,4327
north carolina,montgomery,trump,7130,8411
north carolina,moore,other,1873,796
north carolina,moore,the dem,16329,20779
north carolina,moore,trump,30490,36764
north carolina,nash,other,1111,497
north carolina,nash,the dem,23235,25947
north carolina,nash,trump,23319,25827
north carolina,new hanover,other,5582,2361
north carolina,new hanover,the dem,50979,66138
north carolina,new hanover,trump,55344,63331
north carolina,northampton,other,122,52
north carolina,northampton,the dem,6144,6069
north carolina,northampton,trump,3582,3989
north carolina,onslow,other,2499,1891
north carolina,onslow,the dem,17514,24266
north carolina,onslow,trump,37122,46078
north carolina,orange,other,3860,1227
north carolina,orange,the dem,59923,63594
north carolina,orange,trump,18557,20176
north carolina,pamlico,other,164,69
north carolina,pamlico,the dem,2448,2713
north carolina,pamlico,trump,4258,4849
north carolina,pasquotank,other,596,295
north carolina,pasquotank,the dem,8615,9832
north carolina,pasquotank,trump,8180,9770
north carolina,pender,other,892,490
north carolina,pender,the dem,9354,11723
north carolina,pender,trump,17639,21956
north carolina,perquimans,other,212,89
north carolina,perquimans,the dem,2319,2492
north carolina,perquimans,trump,4177,4903
north carolina,person,other,597,245
north carolina,person,the dem,7833,8465
north carolina,person,trump,11185,13184
north carolina,pitt,other,3012,1339
north carolina,pitt,the dem,41824,47252
north carolina,pitt,trump,35691,38982
north carolina,polk,other,431,151
north carolina,polk,the dem,3735,4518
north carolina,polk,trump,6768,7689
north carolina,randolph,other,1951,804
north carolina,randolph,the dem,13194,15618
north carolina,randolph,trump,49430,56894
north carolina,richmond,other,444,179
north carolina,richmond,the dem,8501,8754
north carolina,richmond,trump,10383,11830
north carolina,robeson,other,1080,362
north carolina,robeson,the dem,19016,19020
north carolina,robeson,trump,20762,27806
north carolina,rockingham,other,1220,516
north carolina,rockingham,the dem,14228,15992
north carolina,rockingham,trump,26830,31301
north carolina,rowan,other,2159,997
north carolina,rowan,the dem,19400,23114
north carolina,rowan,trump,42810,49297
north carolina,rutherford,other,928,403
north carolina,rutherford,the dem,7512,9135
north carolina,rutherford,trump,21871,24891
north carolina,sampson,other,543,241
north carolina,sampson,the dem,10547,10966
north carolina,sampson,trump,14838,17411
north carolina,scotland,other,353,116
north carolina,scotland,the dem,7319,7186
north carolina,scotland,trump,6256,7473
north carolina,stanly,other,859,352
north carolina,stanly,the dem,7094,8129
north carolina,stanly,trump,21964,25458
north carolina,stokes,other,769,273
north carolina,stokes,the dem,4665,5286
north carolina,stokes,trump,17116,20142
north carolina,surry,other,1037,379
north carolina,surry,the dem,7488,8721
north carolina,surry,trump,23671,27538
north carolina,swain,other,363,127
north carolina,swain,the dem,2196,2780
north carolina,swain,trump,3565,4161
north carolina,transylvania,other,791,324
north carolina,transylvania,the dem,6558,8444
north carolina,transylvania,trump,10520,11636
north carolina,tyrrell,other,44,15
north carolina,tyrrell,the dem,720,758
north carolina,tyrrell,trump,975,1044
north carolina,union,other,4666,1904
north carolina,union,the dem,34337,48725
north carolina,union,trump,66707,80382
north carolina,vance,other,416,177
north carolina,vance,the dem,12229,12431
north carolina,vance,trump,7332,8391
north carolina,wake,other,28806,12297
north carolina,wake,the dem,302736,393336
north carolina,wake,trump,196082,226197
north carolina,warren,other,215,141
north carolina,warren,the dem,6413,6400
north carolina,warren,trump,3214,3752
north carolina,washington,other,91,28
north carolina,washington,the dem,3510,3396
north carolina,washington,trump,2564,2781
north carolina,watauga,other,2150,647
north carolina,watauga,the dem,14138,17122
north carolina,watauga,trump,13697,14451
north carolina,wayne,other,1379,613
north carolina,wayne,the dem,21770,24215
north carolina,wayne,trump,27540,30709
north carolina,wilkes,other,906,363
north carolina,wilkes,the dem,6638,7511
north carolina,wilkes,trump,23752,27592
north carolina,wilson,other,941,400
north carolina,wilson,the dem,19663,20754
north carolina,wilson,trump,17531,19581
north carolina,yadkin,other,584,227
north carolina,yadkin,the dem,3160,3763
north carolina,yadkin,trump,13880,15933
north carolina,yancey,other,379,148
north carolina,yancey,the dem,3196,3688
north carolina,yancey,trump,6385,7516
north dakota,adams,other,93,30
north dakota,adams,the dem,216,258
north dakota,adams,trump,909,981
north dakota,barnes,other,587,177
north dakota,barnes,the dem,1597,1820
north dakota,barnes,trump,3160,3568
north dakota,benson,other,240,45
north dakota,benson,the dem,842,822
north dakota,benson,trump,929,1094
north dakota,billings,other,51,22
north dakota,billings,the dem,59,72
north dakota,billings,trump,495,541
north dakota,bottineau,other,264,75
north dakota,bottineau,the dem,736,821
north dakota,bottineau,trump,2494,2575
north dakota,bowman,other,114,34
north dakota,bowman,the dem,227,228
north dakota,bowman,trump,1446,1395
north dakota,burke,other,38,24
north dakota,burke,the dem,119,137
north dakota,burke,trump,895,994
north dakota,burleigh,other,4566,1661
north dakota,burleigh,the dem,10881,14348
north dakota,burleigh,trump,32532,34744
north dakota,cass,other,9644,3123
north dakota,cass,the dem,31361,40311
north dakota,cass,trump,39816,42619
north dakota,cavalier,other,173,47
north dakota,cavalier,the dem,476,474
north dakota,cavalier,trump,1357,1499
north dakota,dickey,other,186,74
north dakota,dickey,the dem,554,608
north dakota,dickey,trump,1667,1742
north dakota,divide,other,107,33
north dakota,divide,the dem,245,265
north dakota,divide,trump,867,904
north dakota,dunn,other,114,45
north dakota,dunn,the dem,358,342
north dakota,dunn,trump,1771,1951
north dakota,eddy,other,85,24
north dakota,eddy,the dem,355,383
north dakota,eddy,trump,791,854
north dakota,emmons,other,89,34
north dakota,emmons,the dem,215,237
north dakota,emmons,trump,1677,1738
north dakota,foster,other,131,43
north dakota,foster,the dem,347,373
north dakota,foster,trump,1241,1362
north dakota,golden valley,other,62,18
north dakota,golden valley,the dem,99,137
north dakota,golden valley,trump,796,871
north dakota,grand forks,other,3174,1103
north dakota,grand forks,the dem,10851,12880
north dakota,grand forks,trump,16340,16987
north dakota,grant,other,88,29
north dakota,grant,the dem,185,207
north dakota,grant,trump,1108,1145
north dakota,griggs,other,120,35
north dakota,griggs,the dem,298,308
north dakota,griggs,trump,847,907
north dakota,hettinger,other,78,25
north dakota,hettinger,the dem,168,196
north dakota,hettinger,trump,1050,1091
north dakota,kidder,other,86,24
north dakota,kidder,the dem,179,221
north dakota,kidder,trump,1111,1215
north dakota,lamoure,other,168,47
north dakota,lamoure,the dem,502,527
north dakota,lamoure,trump,1481,1645
north dakota,logan,other,65,18
north dakota,logan,the dem,114,128
north dakota,logan,trump,888,930
north dakota,mchenry,other,280,75
north dakota,mchenry,the dem,490,564
north dakota,mchenry,trump,2050,2364
north dakota,mcintosh,other,111,41
north dakota,mcintosh,the dem,235,261
north dakota,mcintosh,trump,1100,1153
north dakota,mckenzie,other,304,123
north dakota,mckenzie,the dem,698,814
north dakota,mckenzie,trump,3670,4482
north dakota,mclean,other,374,108
north dakota,mclean,the dem,1081,1230
north dakota,mclean,trump,3860,4198
north dakota,mercer,other,302,115
north dakota,mercer,the dem,621,704
north dakota,mercer,trump,3759,3856
north dakota,morton,other,1416,504
north dakota,morton,the dem,3080,3872
north dakota,morton,trump,11336,12243
north dakota,mountrail,other,304,85
north dakota,mountrail,the dem,1220,1256
north dakota,mountrail,trump,2582,2824
north dakota,nelson,other,156,50
north dakota,nelson,the dem,536,586
north dakota,nelson,trump,1025,1141
north dakota,oliver,other,68,19
north dakota,oliver,the dem,119,129
north dakota,oliver,trump,830,918
north dakota,pembina,other,264,85
north dakota,pembina,the dem,681,786
north dakota,pembina,trump,2208,2460
north dakota,pierce,other,203,46
north dakota,pierce,the dem,431,497
north dakota,pierce,trump,1437,1585
north dakota,ramsey,other,583,156
north dakota,ramsey,the dem,1505,1639
north dakota,ramsey,trump,3217,3577
north dakota,ransom,other,311,91
north dakota,ransom,the dem,838,945
north dakota,ransom,trump,1210,1418
north dakota,renville,other,99,34
north dakota,renville,the dem,201,220
north dakota,renville,trump,993,1065
north dakota,richland,other,761,230
north dakota,richland,the dem,2064,2510
north dakota,richland,trump,4767,5072
north dakota,rolette,other,439,65
north dakota,rolette,the dem,2099,2482
north dakota,rolette,trump,1217,1257
north dakota,sargent,other,215,66
north dakota,sargent,the dem,694,738
north dakota,sargent,trump,1088,1266
north dakota,sheridan,other,42,20
north dakota,sheridan,the dem,95,104
north dakota,sheridan,trump,650,688
north dakota,sioux,other,214,124
north dakota,sioux,the dem,758,804
north dakota,sioux,trump,260,258
north dakota,slope,other,25,3
north dakota,slope,the dem,43,44
north dakota,slope,trump,362,380
north dakota,stark,other,814,441
north dakota,stark,the dem,1753,2499
north dakota,stark,trump,9755,12110
north dakota,steele,other,100,44
north dakota,steele,the dem,361,392
north dakota,steele,trump,538,652
north dakota,stutsman,other,939,289
north dakota,stutsman,the dem,2498,2676
north dakota,stutsman,trump,6718,6994
north dakota,towner,other,119,27
north dakota,towner,the dem,305,317
north dakota,towner,trump,733,830
north dakota,traill,other,427,121
north dakota,traill,the dem,1241,1493
north dakota,traill,trump,2265,2522
north dakota,walsh,other,474,126
north dakota,walsh,the dem,1167,1333
north dakota,walsh,trump,2995,3324
north dakota,ward,other,2970,979
north dakota,ward,the dem,5806,7293
north dakota,ward,trump,18636,19974
north dakota,wells,other,168,39
north dakota,wells,the dem,419,442
north dakota,wells,trump,1796,1893
north dakota,williams,other,1003,426
north dakota,williams,the dem,1735,2169
north dakota,williams,trump,10069,11739
ohio,adams,other,374,119
ohio,adams,the dem,2326,2156
ohio,adams,trump,8659,9870
ohio,allen,other,2113,741
ohio,allen,the dem,13294,14149
ohio,allen,trump,30487,33116
ohio,ashland,other,1357,457
ohio,ashland,the dem,5740,6541
ohio,ashland,trump,17493,19407
ohio,ashtabula,other,1972,760
ohio,ashtabula,the dem,15577,16497
ohio,ashtabula,trump,23318,26890
ohio,athens,other,1719,425
ohio,athens,the dem,16370,14772
ohio,athens,trump,11354,10862
ohio,auglaize,other,989,328
ohio,auglaize,the dem,3980,4651
ohio,auglaize,trump,18658,20798
ohio,belmont,other,1229,390
ohio,belmont,the dem,8785,9138
ohio,belmont,trump,21108,23560
ohio,brown,other,681,236
ohio,brown,the dem,4353,4380
ohio,brown,trump,14573,16480
ohio,butler,other,8221,2732
ohio,butler,the dem,58642,69613
ohio,butler,trump,106976,114392
ohio,carroll,other,666,216
ohio,carroll,the dem,3154,3251
ohio,carroll,trump,9254,10745
ohio,champaign,other,879,321
ohio,champaign,the dem,4594,5062
ohio,champaign,trump,12631,14589
ohio,clark,other,2896,1104
ohio,clark,the dem,23328,24076
ohio,clark,trump,35205,39032
ohio,clermont,other,4888,1818
ohio,clermont,the dem,26715,34092
ohio,clermont,trump,67518,74570
ohio,clinton,other,771,342
ohio,clinton,the dem,4066,4697
ohio,clinton,trump,13838,15488
ohio,columbiana,other,2093,775
ohio,columbiana,the dem,12432,13359
ohio,columbiana,trump,31676,35726
ohio,coshocton,other,754,289
ohio,coshocton,the dem,4013,4125
ohio,coshocton,trump,10785,12325
ohio,crawford,other,1001,334
ohio,crawford,the dem,4625,4916
ohio,crawford,trump,13611,15436
ohio,cuyahoga,other,21340,6795
ohio,cuyahoga,the dem,398271,416176
ohio,cuyahoga,trump,184211,202699
ohio,darke,other,1002,399
ohio,darke,the dem,4470,4731
ohio,darke,trump,20012,22004
ohio,defiance,other,1136,362
ohio,defiance,the dem,5368,5981
ohio,defiance,trump,11688,13038
ohio,delaware,other,5420,1979
ohio,delaware,the dem,40872,57735
ohio,delaware,trump,57568,66356
ohio,erie,other,1873,682
ohio,erie,the dem,16057,17493
ohio,erie,trump,19648,22160
ohio,fairfield,other,3718,1290
ohio,fairfield,the dem,24881,31224
ohio,fairfield,trump,44314,50797
ohio,fayette,other,428,164
ohio,fayette,the dem,2739,2975
ohio,fayette,trump,7995,9473
ohio,franklin,other,30611,10196
ohio,franklin,the dem,351198,409144
ohio,franklin,trump,199331,211237
ohio,fulton,other,1447,375
ohio,fulton,the dem,6069,6664
ohio,fulton,trump,13709,15731
ohio,gallia,other,481,164
ohio,gallia,the dem,2628,2990
ohio,gallia,trump,9822,10645
ohio,geauga,other,2145,677
ohio,geauga,the dem,17569,21201
ohio,geauga,trump,30227,34143
ohio,greene,other,4375,1773
ohio,greene,the dem,28943,34798
ohio,greene,trump,48540,52072
ohio,guernsey,other,753,246
ohio,guernsey,the dem,4359,4577
ohio,guernsey,trump,11445,13407
ohio,hamilton,other,19725,6777
ohio,hamilton,the dem,215719,246266
ohio,hamilton,trump,173665,177886
ohio,hancock,other,2231,704
ohio,hancock,the dem,9609,11757
ohio,hancock,trump,24183,26310
ohio,hardin,other,657,236
ohio,hardin,the dem,2920,3062
ohio,hardin,trump,8717,9949
ohio,harrison,other,293,95
ohio,harrison,the dem,1688,1768
ohio,harrison,trump,5098,5792
ohio,henry,other,875,223
ohio,henry,the dem,3756,4062
ohio,henry,trump,9301,10479
ohio,highland,other,708,199
ohio,highland,the dem,3773,3799
ohio,highland,trump,14020,15678
ohio,hocking,other,566,207
ohio,hocking,the dem,3775,3880
ohio,hocking,trump,8497,9737
ohio,holmes,other,546,157
ohio,holmes,the dem,1788,1994
ohio,holmes,trump,8720,10796
ohio,huron,other,1416,475
ohio,huron,the dem,7192,7759
ohio,huron,trump,16226,18956
ohio,jackson,other,518,174
ohio,jackson,the dem,3226,3311
ohio,jackson,trump,9949,11309
ohio,jefferson,other,1409,516
ohio,jefferson,the dem,9675,10018
ohio,jefferson,trump,21117,22828
ohio,knox,other,1385,469
ohio,knox,the dem,8171,8589
ohio,knox,trump,19131,22340
ohio,lake,other,5594,1717
ohio,lake,the dem,46397,55514
ohio,lake,trump,64255,73278
ohio,lawrence,other,944,332
ohio,lawrence,the dem,6974,7489
ohio,lawrence,trump,18689,20306
ohio,licking,other,4144,1641
ohio,licking,the dem,27376,33055
ohio,licking,trump,51241,59514
ohio,logan,other,967,349
ohio,logan,the dem,4647,5055
ohio,logan,trump,15957,17964
ohio,lorain,other,6795,2250
ohio,lorain,the dem,66949,75667
ohio,lorain,trump,66818,79520
ohio,lucas,other,11025,3449
ohio,lucas,the dem,110833,115411
ohio,lucas,trump,75698,81763
ohio,madison,other,880,322
ohio,madison,the dem,4779,5698
ohio,madison,trump,11631,13835
ohio,mahoning,other,4075,1422
ohio,mahoning,the dem,57381,57641
ohio,mahoning,trump,53616,59903
ohio,marion,other,1433,526
ohio,marion,the dem,7928,8269
ohio,marion,trump,16961,19023
ohio,medina,other,4381,1427
ohio,medina,the dem,32182,39800
ohio,medina,trump,54810,64598
ohio,meigs,other,416,143
ohio,meigs,the dem,2260,2492
ohio,meigs,trump,7309,8316
ohio,mercer,other,836,279
ohio,mercer,the dem,3384,4030
ohio,mercer,trump,17506,19452
ohio,miami,other,2535,938
ohio,miami,the dem,13120,15663
ohio,miami,trump,37079,41371
ohio,monroe,other,265,80
ohio,monroe,the dem,1662,1605
ohio,monroe,trump,4868,5463
ohio,montgomery,other,12376,4407
ohio,montgomery,the dem,122016,135064
ohio,montgomery,trump,123909,129034
ohio,morgan,other,276,81
ohio,morgan,the dem,1736,1725
ohio,morgan,trump,4431,5041
ohio,morrow,other,839,332
ohio,morrow,the dem,3761,4048
ohio,morrow,trump,11948,14077
ohio,muskingum,other,1812,627
ohio,muskingum,the dem,11123,11971
ohio,muskingum,trump,24056,27867
ohio,noble,other,243,38
ohio,noble,the dem,1221,1170
ohio,noble,trump,4549,5135
ohio,ottawa,other,1280,371
ohio,ottawa,the dem,8285,9008
ohio,ottawa,trump,12653,14628
ohio,paulding,other,454,168
ohio,paulding,the dem,2093,2213
ohio,paulding,trump,6500,7086
ohio,perry,other,629,220
ohio,perry,the dem,4138,4098
ohio,perry,trump,10228,12357
ohio,pickaway,other,1140,374
ohio,pickaway,the dem,6529,7304
ohio,pickaway,trump,17076,20593
ohio,pike,other,438,145
ohio,pike,the dem,3539,3110
ohio,pike,trump,7902,9157
ohio,portage,other,3771,1221
ohio,portage,the dem,32397,35661
ohio,portage,trump,39971,45990
ohio,preble,other,794,294
ohio,preble,the dem,4325,4493
ohio,preble,trump,15446,17022
ohio,putnam,other,884,314
ohio,putnam,the dem,2922,3195
ohio,putnam,trump,14961,16412
ohio,richland,other,2539,863
ohio,richland,the dem,16085,17640
ohio,richland,trump,36590,41472
ohio,ross,other,1372,464
ohio,ross,the dem,10356,10557
ohio,ross,trump,18652,22278
ohio,sandusky,other,1799,582
ohio,sandusky,the dem,9929,10596
ohio,sandusky,trump,16316,18896
ohio,scioto,other,1102,358
ohio,scioto,the dem,9132,9080
ohio,scioto,trump,20550,22609
ohio,seneca,other,1758,458
ohio,seneca,the dem,7404,8266
ohio,seneca,trump,14825,17086
ohio,shelby,other,907,371
ohio,shelby,the dem,4243,4465
ohio,shelby,trump,18590,20422
ohio,stark,other,8705,2878
ohio,stark,the dem,68146,75904
ohio,stark,trump,98388,111097
ohio,summit,other,11697,3972
ohio,summit,the dem,134256,151668
ohio,summit,trump,112026,124833
ohio,trumbull,other,3991,1288
ohio,trumbull,the dem,43014,44519
ohio,trumbull,trump,49024,55194
ohio,tuscarawas,other,2183,668
ohio,tuscarawas,the dem,12188,12889
ohio,tuscarawas,trump,26918,30458
ohio,union,other,1615,635
ohio,union,the dem,7718,11141
ohio,union,trump,18096,21669
ohio,van wert,other,604,248
ohio,van wert,the dem,2697,3067
ohio,van wert,trump,10469,11650
ohio,vinton,other,268,67
ohio,vinton,the dem,1351,1331
ohio,vinton,trump,3883,4632
ohio,warren,other,5894,2043
ohio,warren,the dem,33730,46069
ohio,warren,trump,77643,87988
ohio,washington,other,1300,481
ohio,washington,the dem,8026,9243
ohio,washington,trump,20514,22307
ohio,wayne,other,2552,864
ohio,wayne,the dem,15031,16660
ohio,wayne,trump,32270,36759
ohio,williams,other,1011,357
ohio,williams,the dem,4358,4842
ohio,williams,trump,11939,13452
ohio,wood,other,4525,1223
ohio,wood,the dem,27318,30617
ohio,wood,trump,32498,35757
ohio,wyandot,other,609,195
ohio,wyandot,the dem,2515,2733
ohio,wyandot,trump,7468,8462
oklahoma,adair,other,344,136
oklahoma,adair,the dem,1382,1387
oklahoma,adair,trump,4787,5585
oklahoma,alfalfa,other,109,52
oklahoma,alfalfa,the dem,216,232
oklahoma,alfalfa,trump,1933,1978
oklahoma,atoka,other,139,67
oklahoma,atoka,the dem,795,765
oklahoma,atoka,trump,4084,4557
oklahoma,beaver,other,74,20
oklahoma,beaver,the dem,176,190
oklahoma,beaver,trump,1993,1968
oklahoma,beckham,other,284,133
oklahoma,beckham,the dem,960,1048
oklahoma,beckham,trump,6308,6767
