state,county,candidate,votes_2016,votes_2020
oklahoma,blaine,other,198,77
oklahoma,blaine,the dem,711,688
oklahoma,blaine,trump,2884,3136
oklahoma,bryan,other,536,309
oklahoma,bryan,the dem,2804,3323
oklahoma,bryan,trump,10478,12344
oklahoma,caddo,other,446,176
oklahoma,caddo,the dem,2420,2670
oklahoma,caddo,trump,6482,7013
oklahoma,canadian,other,3618,1648
oklahoma,canadian,the dem,11674,16742
oklahoma,canadian,trump,39986,43550
oklahoma,carter,other,780,310
oklahoma,carter,the dem,4002,4470
oklahoma,carter,trump,13752,14699
oklahoma,cherokee,other,1040,464
oklahoma,cherokee,the dem,5456,6027
oklahoma,cherokee,trump,9994,11223
oklahoma,choctaw,other,153,52
oklahoma,choctaw,the dem,1067,1082
oklahoma,choctaw,trump,4206,4698
oklahoma,cimarron,other,45,14
oklahoma,cimarron,the dem,71,70
oklahoma,cimarron,trump,963,970
oklahoma,cleveland,other,8083,3274
oklahoma,cleveland,the dem,38829,49827
oklahoma,cleveland,trump,62538,66677
oklahoma,coal,other,90,59
oklahoma,coal,the dem,411,374
oklahoma,coal,trump,1898,2091
oklahoma,comanche,other,1918,979
oklahoma,comanche,the dem,11463,13747
oklahoma,comanche,trump,19183,20905
oklahoma,cotton,other,124,62
oklahoma,cotton,the dem,424,393
oklahoma,cotton,trump,2054,2117
oklahoma,craig,other,250,129
oklahoma,craig,the dem,1252,1217
oklahoma,craig,trump,4283,4686
oklahoma,creek,other,1414,634
oklahoma,creek,the dem,5841,6577
oklahoma,creek,trump,21575,23294
oklahoma,custer,other,611,262
oklahoma,custer,the dem,2104,2369
oklahoma,custer,trump,7826,8060
oklahoma,delaware,other,579,216
oklahoma,delaware,the dem,3311,3472
oklahoma,delaware,trump,11826,13557
oklahoma,dewey,other,61,21
oklahoma,dewey,the dem,222,214
oklahoma,dewey,trump,1965,2124
oklahoma,ellis,other,61,23
oklahoma,ellis,the dem,155,162
oklahoma,ellis,trump,1611,1688
oklahoma,garfield,other,1304,541
oklahoma,garfield,the dem,4397,4919
oklahoma,garfield,trump,16009,16970
oklahoma,garvin,other,438,179
oklahoma,garvin,the dem,1855,1865
oklahoma,garvin,trump,8253,8878
oklahoma,grady,other,1088,419
oklahoma,grady,the dem,3882,4144
oklahoma,grady,trump,17316,18538
oklahoma,grant,other,86,30
oklahoma,grant,the dem,288,280
oklahoma,grant,trump,1827,1916
oklahoma,greer,other,91,40
oklahoma,greer,the dem,323,328
oklahoma,greer,trump,1482,1605
oklahoma,harmon,other,37,9
oklahoma,harmon,the dem,225,177
oklahoma,harmon,trump,715,747
oklahoma,harper,other,47,24
oklahoma,harper,the dem,134,136
oklahoma,harper,trump,1318,1327
oklahoma,haskell,other,155,66
oklahoma,haskell,the dem,882,783
oklahoma,haskell,trump,3701,4165
oklahoma,hughes,other,177,63
oklahoma,hughes,the dem,961,919
oklahoma,hughes,trump,3388,3875
oklahoma,jackson,other,364,183
oklahoma,jackson,the dem,1473,1646
oklahoma,jackson,trump,5969,6392
oklahoma,jefferson,other,75,40
oklahoma,jefferson,the dem,365,319
oklahoma,jefferson,trump,1910,2026
oklahoma,johnston,other,139,72
oklahoma,johnston,the dem,786,738
oklahoma,johnston,trump,3093,3441
oklahoma,kay,other,893,375
oklahoma,kay,the dem,3738,4040
oklahoma,kay,trump,12172,12834
oklahoma,kingfisher,other,189,90
oklahoma,kingfisher,the dem,786,854
oklahoma,kingfisher,trump,5156,5521
oklahoma,kiowa,other,130,55
oklahoma,kiowa,the dem,767,699
oklahoma,kiowa,trump,2596,2673
oklahoma,latimer,other,159,50
oklahoma,latimer,the dem,797,762
oklahoma,latimer,trump,3100,3437
oklahoma,le flore,other,609,293
oklahoma,le flore,the dem,3250,3299
oklahoma,le flore,trump,13362,15213
oklahoma,lincoln,other,741,266
oklahoma,lincoln,the dem,2430,2609
oklahoma,lincoln,trump,10854,12013
oklahoma,logan,other,1098,511
oklahoma,logan,the dem,4248,5455
oklahoma,logan,trump,13633,15608
oklahoma,love,other,132,60
oklahoma,love,the dem,735,711
oklahoma,love,trump,2922,3305
oklahoma,major,other,149,63
oklahoma,major,the dem,310,320
oklahoma,major,trump,2948,3084
oklahoma,marshall,other,190,73
oklahoma,marshall,the dem,1096,1100
oklahoma,marshall,trump,4206,4891
oklahoma,mayes,other,739,296
oklahoma,mayes,the dem,3423,3581
oklahoma,mayes,trump,11555,12749
oklahoma,mcclain,other,795,359
oklahoma,mcclain,the dem,2894,3582
oklahoma,mcclain,trump,13169,15295
oklahoma,mccurtain,other,268,124
oklahoma,mccurtain,the dem,1802,1858
oklahoma,mccurtain,trump,8656,9485
oklahoma,mcintosh,other,335,132
oklahoma,mcintosh,the dem,2123,2031
oklahoma,mcintosh,trump,5505,6172
oklahoma,murray,other,266,126
oklahoma,murray,the dem,1087,1156
oklahoma,murray,trump,4175,4612
oklahoma,muskogee,other,1196,528
oklahoma,muskogee,the dem,7977,8027
oklahoma,muskogee,trump,15043,16526
oklahoma,noble,other,262,114
oklahoma,noble,the dem,901,1003
oklahoma,noble,trump,3715,3821
oklahoma,nowata,other,174,69
oklahoma,nowata,the dem,742,712
oklahoma,nowata,trump,3321,3610
oklahoma,okfuskee,other,200,84
oklahoma,okfuskee,the dem,943,896
oklahoma,okfuskee,trump,2800,3058
oklahoma,oklahoma,other,19560,7966
oklahoma,oklahoma,the dem,112813,141724
oklahoma,oklahoma,trump,141569,145050
oklahoma,okmulgee,other,620,288
oklahoma,okmulgee,the dem,4385,4357
oklahoma,okmulgee,trump,8944,9668
oklahoma,osage,other,792,415
oklahoma,osage,the dem,5597,6002
oklahoma,osage,trump,12577,14121
oklahoma,ottawa,other,475,207
oklahoma,ottawa,the dem,2584,2686
oklahoma,ottawa,trump,7631,8545
oklahoma,pawnee,other,291,156
oklahoma,pawnee,the dem,1344,1363
oklahoma,pawnee,trump,4729,5267
oklahoma,payne,other,2321,926
oklahoma,payne,the dem,8788,10904
oklahoma,payne,trump,16651,17813
oklahoma,pittsburg,other,807,305
oklahoma,pittsburg,the dem,3711,3768
oklahoma,pittsburg,trump,12753,13851
oklahoma,pontotoc,other,763,398
oklahoma,pontotoc,the dem,3637,4117
oklahoma,pontotoc,trump,10431,10805
oklahoma,pottawatomie,other,1589,670
oklahoma,pottawatomie,the dem,6015,7275
oklahoma,pottawatomie,trump,17848,20240
oklahoma,pushmataha,other,154,55
oklahoma,pushmataha,the dem,748,668
oklahoma,pushmataha,trump,3581,4016
oklahoma,roger mills,other,61,37
oklahoma,roger mills,the dem,151,168
oklahoma,roger mills,trump,1547,1629
oklahoma,rogers,other,2047,933
oklahoma,rogers,the dem,7902,9589
oklahoma,rogers,trump,30913,34031
oklahoma,seminole,other,353,176
oklahoma,seminole,the dem,2071,2150
oklahoma,seminole,trump,5613,6011
oklahoma,sequoyah,other,488,238
oklahoma,sequoyah,the dem,3061,3035
oklahoma,sequoyah,trump,10888,12113
oklahoma,stephens,other,636,343
oklahoma,stephens,the dem,3086,3154
oklahoma,stephens,trump,14182,15560
oklahoma,texas,other,301,122
oklahoma,texas,the dem,858,894
oklahoma,texas,trump,4621,4505
oklahoma,tillman,other,105,35
oklahoma,tillman,the dem,657,597
oklahoma,tillman,trump,1944,2076
oklahoma,tulsa,other,14949,7108
oklahoma,tulsa,the dem,87847,108996
oklahoma,tulsa,trump,144258,150574
oklahoma,wagoner,other,1572,709
oklahoma,wagoner,the dem,6723,8464
oklahoma,wagoner,trump,23005,26165
oklahoma,washington,other,1351,635
oklahoma,washington,the dem,5048,5790
oklahoma,washington,trump,15825,17076
oklahoma,washita,other,189,93
oklahoma,washita,the dem,588,598
oklahoma,washita,trump,3854,4086
oklahoma,woods,other,199,94
oklahoma,woods,the dem,522,591
oklahoma,woods,trump,2947,2993
oklahoma,woodward,other,375,169
oklahoma,woodward,the dem,873,1005
oklahoma,woodward,trump,6347,6611
oregon,baker,other,764,350
oregon,baker,the dem,1797,2346
oregon,baker,trump,6218,7352
oregon,benton,other,6115,2530
oregon,benton,the dem,29193,35827
oregon,benton,trump,13445,14878
oregon,clackamas,other,23552,10986
oregon,clackamas,the dem,102095,139043
oregon,clackamas,trump,88392,110509
oregon,clatsop,other,2274,1006
oregon,clatsop,the dem,9252,12916
oregon,clatsop,trump,8138,10218
oregon,columbia,other,3234,1504
oregon,columbia,the dem,10167,13835
oregon,columbia,trump,13217,17150
oregon,coos,other,3000,1295
oregon,coos,the dem,10448,14243
oregon,coos,trump,17865,21829
oregon,crook,other,1024,470
oregon,crook,the dem,2637,3801
oregon,crook,trump,8511,11287
oregon,curry,other,1099,490
oregon,curry,the dem,4300,6058
oregon,curry,trump,7212,8484
oregon,deschutes,other,10421,4942
oregon,deschutes,the dem,42444,65962
oregon,deschutes,trump,45692,55646
oregon,douglas,other,4843,2580
oregon,douglas,the dem,14096,19160
oregon,douglas,trump,34582,43298
oregon,gilliam,other,109,36
oregon,gilliam,the dem,239,324
oregon,gilliam,trump,671,834
oregon,grant,other,391,165
oregon,grant,the dem,739,929
oregon,grant,trump,3210,3545
oregon,harney,other,379,149
oregon,harney,the dem,683,894
oregon,harney,trump,2912,3475
oregon,hood river,other,1128,475
oregon,hood river,the dem,6510,8764
oregon,hood river,trump,3272,3955
oregon,jackson,other,11010,4790
oregon,jackson,the dem,44447,59478
oregon,jackson,trump,53870,63869
oregon,jefferson,other,996,410
oregon,jefferson,the dem,2980,4393
oregon,jefferson,trump,5483,7189
oregon,josephine,other,4184,1812
oregon,josephine,the dem,13453,18451
oregon,josephine,trump,26923,31751
oregon,klamath,other,2862,1277
oregon,klamath,the dem,7210,10388
oregon,klamath,trump,20435,25308
oregon,lake,other,269,127
oregon,lake,the dem,639,792
oregon,lake,trump,3022,3470
oregon,lane,other,22056,9188
oregon,lane,the dem,102753,134366
oregon,lane,trump,67141,80336
oregon,lincoln,other,2716,1123
oregon,lincoln,the dem,12501,17385
oregon,lincoln,trump,10039,12460
oregon,linn,other,7236,3218
oregon,linn,the dem,17995,26512
oregon,linn,trump,33488,43486
oregon,malheur,other,995,473
oregon,malheur,the dem,2246,3260
oregon,malheur,trump,7194,8187
oregon,marion,other,15675,7141
oregon,marion,the dem,57788,80872
oregon,marion,trump,63377,79002
oregon,morrow,other,429,220
oregon,morrow,the dem,1017,1371
oregon,morrow,trump,2721,3586
oregon,multnomah,other,38588,13415
oregon,multnomah,the dem,292561,367249
oregon,multnomah,trump,67954,82995
oregon,polk,other,4935,2145
oregon,polk,the dem,16420,22917
oregon,polk,trump,18940,23732
oregon,sherman,other,83,1251
oregon,sherman,the dem,202,260
oregon,sherman,trump,732,921
oregon,tillamook,other,1497,622
oregon,tillamook,the dem,5768,8066
oregon,tillamook,trump,6538,8354
oregon,umatilla,other,2865,1336
oregon,umatilla,the dem,7673,10707
oregon,umatilla,trump,17059,21270
oregon,union,other,1288,550
oregon,union,the dem,3249,4254
oregon,union,trump,8431,10298
oregon,wallowa,other,402,182
oregon,wallowa,the dem,1116,1625
oregon,wallowa,trump,2848,3404
oregon,wasco,other,1350,594
oregon,wasco,the dem,4781,6604
oregon,wasco,trump,5833,7035
oregon,washington,other,32784,13742
oregon,washington,the dem,153251,209940
oregon,washington,trump,83197,99073
oregon,wheeler,other,72,46
oregon,wheeler,the dem,155,217
oregon,wheeler,trump,591,711
oregon,yamhill,other,6202,2778
oregon,yamhill,the dem,19301,27174
oregon,yamhill,trump,23250,29551
pennsylvania,adams,other,2348,988
pennsylvania,adams,the dem,14219,18260
pennsylvania,adams,trump,31423,37567
pennsylvania,allegheny,other,29988,8345
pennsylvania,allegheny,the dem,366934,430212
pennsylvania,allegheny,trump,259125,283089
pennsylvania,armstrong,other,1202,424
pennsylvania,armstrong,the dem,7178,8457
pennsylvania,armstrong,trump,23484,27489
pennsylvania,beaver,other,3764,1241
pennsylvania,beaver,the dem,32531,38122
pennsylvania,beaver,trump,48167,54759
pennsylvania,bedford,other,442,218
pennsylvania,bedford,the dem,3645,4367
pennsylvania,bedford,trump,19552,23025
pennsylvania,berks,other,9022,3493
pennsylvania,berks,the dem,78437,92895
pennsylvania,berks,trump,96626,109736
pennsylvania,blair,other,2248,653
pennsylvania,blair,the dem,13958,17636
pennsylvania,blair,trump,39135,45306
pennsylvania,bradford,other,1476,586
pennsylvania,bradford,the dem,6369,8046
pennsylvania,bradford,trump,18141,21600
pennsylvania,bucks,other,12876,5212
pennsylvania,bucks,the dem,167060,204712
pennsylvania,bucks,trump,164361,187367
pennsylvania,butler,other,5032,1796
pennsylvania,butler,the dem,28584,37508
pennsylvania,butler,trump,64428,74359
pennsylvania,cambria,other,2460,936
pennsylvania,cambria,the dem,18867,21730
pennsylvania,cambria,trump,42258,48085
pennsylvania,cameron,other,90,35
pennsylvania,cameron,the dem,531,634
pennsylvania,cameron,trump,1589,1771
pennsylvania,carbon,other,1314,493
pennsylvania,carbon,the dem,8936,11212
pennsylvania,carbon,trump,18743,21984
pennsylvania,centre,other,4945,1454
pennsylvania,centre,the dem,37088,40055
pennsylvania,centre,trump,35274,36372
pennsylvania,chester,other,11525,3565
pennsylvania,chester,the dem,141682,182372
pennsylvania,chester,trump,116114,128565
pennsylvania,clarion,other,811,242
pennsylvania,clarion,the dem,4273,4678
pennsylvania,clarion,trump,12576,14578
pennsylvania,clearfield,other,1418,620
pennsylvania,clearfield,the dem,8200,9673
pennsylvania,clearfield,trump,24932,29203
pennsylvania,clinton,other,739,256
pennsylvania,clinton,the dem,4744,5502
pennsylvania,clinton,trump,10022,11902
pennsylvania,columbia,other,1568,541
pennsylvania,columbia,the dem,8934,10532
pennsylvania,columbia,trump,18004,20098
pennsylvania,crawford,other,1855,631
pennsylvania,crawford,the dem,10971,12924
pennsylvania,crawford,trump,24987,28559
pennsylvania,cumberland,other,7325,2730
pennsylvania,cumberland,the dem,47085,62245
pennsylvania,cumberland,trump,69076,77212
pennsylvania,dauphin,other,6214,2510
pennsylvania,dauphin,the dem,64706,78983
pennsylvania,dauphin,trump,60863,66408
pennsylvania,delaware,other,11267,4019
pennsylvania,delaware,the dem,177402,206637
pennsylvania,delaware,trump,110667,118894
pennsylvania,elk,other,669,284
pennsylvania,elk,the dem,3853,4522
pennsylvania,elk,trump,10025,12140
pennsylvania,erie,other,6856,2336
pennsylvania,erie,the dem,58112,68286
pennsylvania,erie,trump,60069,66869
pennsylvania,fayette,other,1563,553
pennsylvania,fayette,the dem,17946,20454
pennsylvania,fayette,trump,34590,41243
pennsylvania,forest,other,110,44
pennsylvania,forest,the dem,626,728
pennsylvania,forest,trump,1683,1882
pennsylvania,franklin,other,2498,1357
pennsylvania,franklin,the dem,17465,22422
pennsylvania,franklin,trump,49768,57246
pennsylvania,fulton,other,172,72
pennsylvania,fulton,the dem,912,1085
pennsylvania,fulton,trump,5694,6824
pennsylvania,greene,other,537,207
pennsylvania,greene,the dem,4482,4911
pennsylvania,greene,trump,10849,12579
pennsylvania,huntingdon,other,676,337
pennsylvania,huntingdon,the dem,4539,5445
pennsylvania,huntingdon,trump,14494,17061
pennsylvania,indiana,other,1354,602
pennsylvania,indiana,the dem,11528,12634
pennsylvania,indiana,trump,24888,28089
pennsylvania,jefferson,other,636,379
pennsylvania,jefferson,the dem,3650,4527
pennsylvania,jefferson,trump,15192,17960
pennsylvania,juniata,other,451,170
pennsylvania,juniata,the dem,1821,2253
pennsylvania,juniata,trump,8273,9649
pennsylvania,lackawanna,other,4037,1085
pennsylvania,lackawanna,the dem,51983,61991
pennsylvania,lackawanna,trump,48384,52334
pennsylvania,lancaster,other,12428,5319
pennsylvania,lancaster,the dem,91093,115847
pennsylvania,lancaster,trump,137914,160209
pennsylvania,lawrence,other,1639,501
pennsylvania,lawrence,the dem,14009,15978
pennsylvania,lawrence,trump,25428,29597
pennsylvania,lebanon,other,3025,1195
pennsylvania,lebanon,the dem,18953,23932
pennsylvania,lebanon,trump,40525,46731
pennsylvania,lehigh,other,5979,2723
pennsylvania,lehigh,the dem,81324,98288
pennsylvania,lehigh,trump,73690,84259
pennsylvania,luzerne,other,4762,1519
pennsylvania,luzerne,the dem,52451,64873
pennsylvania,luzerne,trump,78688,86929
pennsylvania,lycoming,other,2484,964
pennsylvania,lycoming,the dem,13020,16971
pennsylvania,lycoming,trump,35627,41462
pennsylvania,mckean,other,636,328
pennsylvania,mckean,the dem,4025,5098
pennsylvania,mckean,trump,11635,14083
pennsylvania,mercer,other,2562,907
pennsylvania,mercer,the dem,18733,21067
pennsylvania,mercer,trump,31544,36143
pennsylvania,mifflin,other,634,274
pennsylvania,mifflin,the dem,3877,4603
pennsylvania,mifflin,trump,14094,16670
pennsylvania,monroe,other,2762,1230
pennsylvania,monroe,the dem,33918,43329
pennsylvania,monroe,trump,33386,38125
pennsylvania,montgomery,other,19839,5186
pennsylvania,montgomery,the dem,256082,319511
pennsylvania,montgomery,trump,162731,185460
pennsylvania,montour,other,411,202
