,precinct,office,party_detailed,party_simplified,mode,votes,county_name,jurisdiction_name,jurisdiction_fips,candidate,district,dataverse,state,writein,state_po,state_cen,state_ic,date,readme_check,magnitude
690794,PCT 066,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690795,PCT 066,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690796,PCT 066,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690797,PCT 066,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690804,PCT 067,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690805,PCT 067,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690806,PCT 067,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690808,PCT 067,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690809,PCT 067,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690816,PCT 068,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690817,PCT 068,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690818,PCT 068,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690820,PCT 068,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690821,PCT 068,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690826,PCT 069,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690828,PCT 069,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690829,PCT 069,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690830,PCT 069,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690831,PCT 069,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690832,PCT 069,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690833,PCT 069,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690838,PCT 07,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,LOS ALAMOS,LOS ALAMOS,35028,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690839,PCT 07,US PRESIDENT,GREEN,OTHER,TOTAL,-1,LOS ALAMOS,LOS ALAMOS,35028,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690840,PCT 07,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,LOS ALAMOS,LOS ALAMOS,35028,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690846,PCT 070,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690847,PCT 070,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690848,PCT 070,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690849,PCT 070,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690850,PCT 070,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690851,PCT 070,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690856,PCT 071,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690858,PCT 071,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690859,PCT 071,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690860,PCT 071,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690861,PCT 071,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690862,PCT 071,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690863,PCT 071,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690868,PCT 072,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690870,PCT 072,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690871,PCT 072,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690872,PCT 072,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690873,PCT 072,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690874,PCT 072,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690875,PCT 072,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690880,PCT 073,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690882,PCT 073,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690883,PCT 073,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690884,PCT 073,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690885,PCT 073,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690886,PCT 073,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690887,PCT 073,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690892,PCT 074,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690893,PCT 074,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SANDOVAL,SANDOVAL,35043,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690894,PCT 074,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690895,PCT 074,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690896,PCT 074,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690897,PCT 074,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690898,PCT 074,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690899,PCT 074,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690904,PCT 075,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690906,PCT 075,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690907,PCT 075,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690908,PCT 075,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690909,PCT 075,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690910,PCT 075,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690911,PCT 075,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690916,PCT 076,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690917,PCT 076,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SANDOVAL,SANDOVAL,35043,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690918,PCT 076,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690919,PCT 076,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690920,PCT 076,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690921,PCT 076,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690922,PCT 076,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690923,PCT 076,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690928,PCT 077,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690929,PCT 077,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SANDOVAL,SANDOVAL,35043,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690930,PCT 077,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690931,PCT 077,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690932,PCT 077,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690933,PCT 077,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690934,PCT 077,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690935,PCT 077,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690940,PCT 078,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690942,PCT 078,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690943,PCT 078,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690944,PCT 078,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690945,PCT 078,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690946,PCT 078,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690947,PCT 078,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690952,PCT 079,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SANDOVAL,SANDOVAL,35043,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690954,PCT 079,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690955,PCT 079,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690956,PCT 079,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690957,PCT 079,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690958,PCT 079,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690959,PCT 079,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690964,PCT 08,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,LOS ALAMOS,LOS ALAMOS,35028,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690965,PCT 08,US PRESIDENT,GREEN,OTHER,TOTAL,-1,LOS ALAMOS,LOS ALAMOS,35028,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690966,PCT 08,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,LOS ALAMOS,LOS ALAMOS,35028,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690972,PCT 080,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690973,PCT 080,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690976,PCT 080,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690977,PCT 080,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690984,PCT 081,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690985,PCT 081,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690988,PCT 081,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690989,PCT 081,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
