,precinct,office,party_detailed,party_simplified,mode,votes,county_name,jurisdiction_name,jurisdiction_fips,candidate,district,dataverse,state,writein,state_po,state_cen,state_ic,date,readme_check,magnitude
690996,PCT 082,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690997,PCT 082,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690998,PCT 082,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
690999,PCT 082,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691000,PCT 082,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691001,PCT 082,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691006,PCT 083,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691008,PCT 083,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691009,PCT 083,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691010,PCT 083,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691011,PCT 083,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691012,PCT 083,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691013,PCT 083,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691020,PCT 084,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691021,PCT 084,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691024,PCT 084,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691025,PCT 084,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691032,PCT 085,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691033,PCT 085,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691034,PCT 085,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691035,PCT 085,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691036,PCT 085,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691037,PCT 085,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691042,PCT 086,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691044,PCT 086,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691045,PCT 086,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691046,PCT 086,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691047,PCT 086,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691048,PCT 086,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691049,PCT 086,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691054,PCT 087,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SANDOVAL,SANDOVAL,35043,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691056,PCT 087,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691057,PCT 087,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691058,PCT 087,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691059,PCT 087,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691060,PCT 087,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691061,PCT 087,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691066,PCT 088,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691067,PCT 088,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SANDOVAL,SANDOVAL,35043,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691068,PCT 088,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691069,PCT 088,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691070,PCT 088,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691071,PCT 088,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691072,PCT 088,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691073,PCT 088,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691080,PCT 089,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691081,PCT 089,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691082,PCT 089,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691083,PCT 089,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691084,PCT 089,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691085,PCT 089,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691090,PCT 09,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,LOS ALAMOS,LOS ALAMOS,35028,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691091,PCT 09,US PRESIDENT,GREEN,OTHER,TOTAL,-1,LOS ALAMOS,LOS ALAMOS,35028,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691092,PCT 09,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,LOS ALAMOS,LOS ALAMOS,35028,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691096,PCT 090,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691097,PCT 090,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SANDOVAL,SANDOVAL,35043,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691098,PCT 090,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691099,PCT 090,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691100,PCT 090,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691101,PCT 090,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691102,PCT 090,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691103,PCT 090,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691108,PCT 091,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SANDOVAL,SANDOVAL,35043,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691110,PCT 091,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691111,PCT 091,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691112,PCT 091,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691113,PCT 091,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691114,PCT 091,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691115,PCT 091,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691122,PCT 092,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691123,PCT 092,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691124,PCT 092,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691125,PCT 092,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691126,PCT 092,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691127,PCT 092,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691132,PCT 093,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691134,PCT 093,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691135,PCT 093,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691136,PCT 093,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691137,PCT 093,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691138,PCT 093,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691139,PCT 093,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691144,PCT 094,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691146,PCT 094,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691147,PCT 094,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691148,PCT 094,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691149,PCT 094,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691150,PCT 094,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691151,PCT 094,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691156,PCT 095,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691157,PCT 095,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SANDOVAL,SANDOVAL,35043,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691158,PCT 095,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691159,PCT 095,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691160,PCT 095,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691161,PCT 095,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691162,PCT 095,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691163,PCT 095,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691170,PCT 096,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691171,PCT 096,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691172,PCT 096,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691173,PCT 096,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691174,PCT 096,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691175,PCT 096,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691180,PCT 097,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691182,PCT 097,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691183,PCT 097,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
691186,PCT 097,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
